destinationProvince	mainCity	destinationDistrict
Jawa Timur	Kab. Tulungagung	Pagerwojo
Sulawesi Tengah	Kab. Banggai	Pagimana
Sumatera Utara	Kab. Pakpak Barat	Pagindar
Jawa Timur	Kab. Kediri	Pagu
Gorontalo	Kab. Pahuwalo	Paguat
Gorontalo	Kab. Boalemo	Paguyaman
Jawa Tengah	Kab. Brebes	Paguyangan
Sumatera Utara	Kab. Tapanuli Utara	Pahae Jae
Sumatera Utara	Kab. Tapanuli Utara	Pahae Julu
Kalimantan Tengah	Kota Palangkaraya	Pahandut
Nusa Tenggara Timur	Kab. Sumba Timur	Pahunga Lodu
Sumatera Barat	Kab. Pesisir Selatan	Painan
Jawa Timur	Kab. Probolinggo	Paiton
D.I. Yogyakarta	Kab. Bantul	Pajangan
Sumatera Selatan	Kab. Lahat	Pajar Bulan
Jawa Timur	Kab. Probolinggo	Pajarakan
Nusa Tenggara Barat	Kab. Dompu	Pajo
Sulawesi Selatan	Kab. Bantaeng	Pajukukang
Jawa Timur	Kota Surabaya	Pakal
Jawa Timur	Kab. Tulungagung	Pakel
Jawa Timur	Kab. Bondowoso	Pakem
D.I. Yogyakarta	Kab. Sleman	Pakem
Jawa Barat	Kab. Garut	Pakenjeng
Jawa Tengah	Kab. Magelang	Pakis
Jawa Timur	Kab. Malang	Pakis
Jawa Timur	Kab. Malang	Pakisaji
Jawa Barat	Kab. Karawang	Pakisjaya
Sumatera Utara	Kab. Humbang Hasudutan	Pakkat
Jawa Timur	Kab. Pamekasan	Pakong
D.I. Yogyakarta	Kota Yogyakarta	Pakualaman
Lampung	Kab. Way Kanan	Pakuan Ratu
Sulawesi Tenggara	Kab. Kolaka Utara	Pakue
Banten	Kab. Tangerang	Pakuhaji
Jawa Tengah	Kab. Banyumas	Pakuncen
Jawa Timur	Kab. Probolinggo	Pakuniran
Jawa Timur	Kab. Jember	Pakusari
Kepulauan Riau	Kab. Natuna	Pal Matak
Sulawesi Selatan	Kab. Bone	Palakka
Jawa Timur	Kab. Tuban	Palang
Sulawesi Tenggara	Kab. Konawe Utara/ Selatan	Palangga
Kalimantan Tengah	Kota Palangkaraya	Palangkaraya
Kalimantan Timur	Kota Samarinda	Palaran
Lampung	Kab. Lampung Selatan	Palas
Jawa Barat	Kab. Majalengka	Palasah
Sulawesi Tengah	Kab. Buol	Paleleh
Sumatera Selatan	Kota Palembang	Palembang
Sumatera Barat	Kab. Agam	Palembayan
Jawa Timur	Kab. Pamekasan	Palengaan
Sulawesi Selatan	Kab. Pinrang	Paleteang
Jawa Barat	Kab. Cirebon	Palimanan
Sumatera Utara	Kab. Samosir	Palipi
D.I. Yogyakarta	Kab. Gunung Kidul	Paliyan
Sulawesi Selatan	Kab. Goa	Pallangga
DKI Jakarta	Kota Administrasi Jakarta Barat	Palmerah
Kalimantan Barat	Kab. Sambas	Paloh
Sulawesi Tengah	Kab. Donggala	Palolo
Sulawesi Selatan	Kota Palopo	Palopo
Sulawesi Tengah	Kota Palu	Palu
Sulawesi Tengah	Kota Palu	Palu Barat
Sulawesi Tengah	Kota Palu	Palu Selatan
Sulawesi Tengah	Kota Palu	Palu Timur
Sulawesi Tengah	Kota Palu	Palu Utara
Nusa Tenggara Timur	Kab. Sikka	Palue
Sumatera Barat	Kab. Agam	Palupuh
Sulawesi Selatan	Kab. Wajo	Pamanna
Jawa Barat	Kab. Subang	Pamanukan
Banten	Kab. Serang	Pamarayan
Jawa Barat	Kab.Ciamis	Pamarican
Sulawesi Barat	Kab. Majene	Pamboang
Jawa Timur	Kab. Pamekasan	Pamekasan
Jambi	Kab. Merangin	Pamenang
Jawa Barat	Kab. Bandung	Pameungpeuk
Jawa Barat	Kab. Garut	Pameungpeuk
Jawa Barat	Kab. Bogor	Pamijahan
Sulawesi Tengah	Kab. Poso	Pamona Selatan
Sulawesi Tengah	Kab. Poso	Pamona Timur
Sulawesi Tengah	Kab. Poso	Pamona Utara
Jawa Tengah	Kab. Rembang	Pamotan
Sumatera Selatan	Kab. Ogan Komering Ilir	Pampangan
Kalimantan Selatan	Kab. Kota Baru	Pamukan Selatan
Kalimantan Selatan	Kab. Kota Baru	Pamukan Utara
Banten	Kab. Tangerang	Pamulang
Jawa Barat	Kab. Sumedang	Pamulihan
Jawa Barat	Kab. Garut	Pamulihan
Sulawesi Barat	Kab. Mamasa	Pana
Sumatera Utara	Kab. Labuhan Batu	Panai Hilir
Sumatera Utara	Kab. Labuhan Batu	Panai Hulu
Sumatera Utara	Kab. Labuhan Batu	Panai Tengah
Sulawesi Selatan	Kota Makassar	Panakkukang
Jawa Timur	Kab Situbondo	Panarukan
Jawa Barat	Kab.Ciamis	Panawangan
Sulawesi Selatan	Kab. Sindenreng Rappang	Panca Lautang
Sulawesi Selatan	Kab. Sindenreng Rappang	Panca Rijang
Jawa Barat	Kab. Kuningan	Pancalang
Jawa Barat	Kab. Tasikmalaya	Pancatengah
Jawa Timur	Kab.Gresik	Panceng
DKI Jakarta	Kota Administrasi Jakarta Selatan	Pancoran
Jawa Barat	Kota Depok	Pancoran Mas
Sumatera Barat	Kab. Pesisir Selatan	Pancung Soal
Jawa Tengah	Kab. Rembang	Pancur
Sumatera Utara	Kab. Deli Serdang	Pancur Batu
Jawa Timur	Kab. Pasuruan	Pandaan
D.I. Yogyakarta	Kab. Bantul	Pandak
Nusa Tenggara Timur	Kab. Sumba Timur	Pandawai
Kalimantan Selatan	Kab. Hulu Sungai Tengah	Pandawan
Banten	Kab. Pandeglang	Pandeglang
Kalimantan Tengah	Kab. Pulang Pisau	Pandih Batu
Aceh	Kab. Bireuen	Pandrah
Sumatera Utara	Kab. Simalungun	Panei
Jawa Timur	Kab. Magetan	Panekan
Lampung	Kab. Lampung Selatan	Panengahan
Sulawesi Barat	Kab. Mamuju	Pangale
Jawa Barat	Kab. Bandung	Pangalengan
Jawa Barat	Kab.Ciamis	Pangandaran
Sumatera Utara	Kab. Tapanuli Utara	Pangaribuan
Aceh	Kab. Aceh Jaya	Pangat
Jawa Barat	Kab. Garut	Pangatikan
Riau	Kab. Kuantan Sengingi	Pangean
Jawa Barat	Kab. Cirebon	Pangenan
D.I. Yogyakarta	Kab. Gunung Kidul	Panggang
Banten	Kab. Lebak	Panggarangan
Jawa Timur	Kab. Trenggalek	Panggul
Jawa Timur	Kab. Blitar	Panggungrejo
Jawa Tengah	Kab. Tegal	Pangkah
Sulawesi Selatan	Kab. Pangkajene Kepulauan	Pangkajene
Kepulauan Bangka Belitung	Kota Pangkal Pinang	Pangkal Balam
Kepulauan Bangka Belitung	Kota Pangkal Pinang	Pangkal Pinang
Jawa Barat	Kab. Karawang	Pangkalan
Sumatera Selatan	Kab. Banyuasin	Pangkalan Balai
Kalimantan Tengah	Kab. Kotawaringin Barat	Pangkalan Banteng
Kepulauan Bangka Belitung	Kab. Bangka Tengah	Pangkalan Banteng
Kalimantan Tengah	Kab. Kotawaringin Barat	Pangkalan Bun
Riau	Kab. Palalawan	Pangkalan Kerinci
Sumatera Barat	Kab. Lima Puluh Kota	Pangkalan Koto Baru
Riau	Kab. Palalawan	Pangkalan Kuras
Kalimantan Tengah	Kab. Kotawaringin Barat	Pangkalan Lada
Riau	Kab. Palalawan	Pangkalan Lesung
Sumatera Utara	Kab. Langkat	Pangkalan Susu
Sumatera Utara	Kab. Labuhan Batu	Pangkatan
Jawa Timur	Kab. Ngawi	Pangkur
Jawa Barat	Kab. Cirebon	Panguragan
Sumatera Utara	Kab. Samosir	Pangururan
Papua	Kab. Paniai	Paniai Barat
Papua	Kab. Paniai	Paniai Barat
Banten	Kab. Pandeglang	Panimbang
Jawa Tengah	Kab. Pekalongan	Paninggaran
Jawa Barat	Kab.Ciamis	Panjalu
Lampung	Kota Bandar Lampung	Panjang
D.I. Yogyakarta	Kab. Kulon Progo	Panjatan
Jawa Timur	Kab Situbondo	Panji
Sumatera Utara	Kab. Simalungun	Panombeian Pane
Banten	Kab. Tangerang	Panongan
Papua	Kab. Sarmi	Pantai Barat
Nusa Tenggara Timur	Kab. Rote Ndao	Pantai Baru
Sumatera Utara	Kab. Serdang Bedagai	Pantai Cermin
Sumatera Barat	Kab. Solok	Pantai Cermin
Papua	Kab. Asmat	Pantai Kasuari
Sumatera Utara	Kab. Deli Serdang	Pantai Labu
Papua	Kab. Sarmi	Pantai Timur
Aceh	Kab. Gayo Lues	Pantan Jaya
Nusa Tenggara Timur	Kab. Alor	Pantar
Nusa Tenggara Timur	Kab. Alor	Pantar Barat
Aceh	Kab. Aceh Timur	Pante Beudari
Aceh	Kab. Aceh Barat	Pante Ceureumen
Aceh	Kab. Pidie Jaya	Panteraja
Sumatera Barat	Kab. Pasaman	Panti
Jawa Timur	Kab. Jember	Panti
Jawa Barat	Kab.Ciamis	Panumbangan
Sumatera Utara	Kab. Mandailing Natal	Panyabungan
Sumatera Utara	Kab. Mandailing Natal	Panyabungan Barat
Sumatera Utara	Kab. Mandailing Natal	Panyabungan Kota
Sumatera Utara	Kab. Mandailing Natal	Panyabungan Selatan
Sumatera Utara	Kab. Mandailing Natal	Panyabungan Timur
Sumatera Utara	Kab. Mandailing Natal	Panyabungan Utara
Jawa Barat	Kab. Majalengka	Panyingkiran
Kalimantan Selatan	Kab. Tanah Laut	Panyipatan
Sulawesi Barat	Kab. Mamuju	Papalang
Jawa Timur	Kab. Kediri	Papar
Jawa Timur	Kota Mojokerto	Parajurit Kulon
Jawa Tengah	Kab. Temanggung	Parakan
Jawa Barat	Kab. Sukabumi	Parakan Salak
Jawa Timur	Kab. Magetan	Parang
Jawa Tengah	Kab. Wonogiri	Paranggupito
Sumatera Utara	Kab. Humbang Hasudutan	Paranginan
Sulawesi Selatan	Kab. Goa	Parangloe
Sumatera Utara	Kab. Dairi	Parbuluan
Lampung	Kab. Tanggamus	Pardasuka
Jawa Timur	Kab. Kediri	Pare
Jawa Timur	Kab. Tuban	Parengan
Kalimantan Tengah	Kab. Kotawaringin Timur	Parenggean
Sulawesi Selatan	Kota Pare-Pare	Pare-Pare
Sumatera Barat	Kab. Padang Pariaman	Pariaman
Sumatera Barat	Kota Pariaman	Pariaman Selatan
Sumatera Barat	Kota Pariaman	Pariaman Tengah
Sumatera Barat	Kota Pariaman	Pariaman Utara
Sumatera Barat	Kab. Tanah Datar	Pariangan
Sulawesi Tengah	Kab. Parigi Moutong	Parigi
Jawa Barat	Kab.Ciamis	Parigi
Sulawesi Tenggara	Kab. Muna	Parigi
Kalimantan Barat	Kab. Sanggau	Parindu
Kalimantan Selatan	Kab. Balangan	Paringin
Sumatera Utara	Kab. Humbang Hasudutan	Parlilitan
Sumatera Utara	Kab. Tapanuli Utara	Parmonangan
Jawa Timur	Kab. Ngawi	Paron
Jawa Barat	Kab. Bandung Barat	Parongpong
Jawa Barat	Kab. Bogor	Parung
Jawa Barat	Kab. Sukabumi	Parung Kuda
Jawa Barat	Kab. Bogor	Parung Panjang
Jawa Barat	Kab. Tasikmalaya	Parungponteng
Jawa Barat	Kab. Cirebon	Pasaleman
Sumatera Barat	Kab. Pasaman Barat	Pasaman
Sulawesi Barat	Kab. Mamuju Utara	Pasangkayu
Jambi	Kota Jambi	Pasar Jambi
Banten	Kab. Tangerang	PASAR KEMIS
Jawa Tengah	Kota Surakarta	Pasar Kliwon
DKI Jakarta	Kota Administrasi Jakarta Selatan	Pasar Minggu
DKI Jakarta	Kota Administrasi Jakarta Timur	Pasar Rebo
Sulawesi Tenggara	Kab. Buton & Buton Utara	Pasar Wajo
Jawa Barat	Kab. Kuningan	Pasawahan
Jawa Barat	Kab. Purwakarta	Pasawahan
Jawa Timur	Kab. Pamekasan	Pasean
Jawa Barat	Kab. Bandung	Paseh
Jawa Barat	Kab. Sumedang	Paseh
Sumatera Selatan	Kab. Empat Lawang	Pasemah Air Keruh
Aceh	Kab. Aceh Selatan	Pasie raja
Sulawesi Selatan	Kab. Selayar	Pasilambena
Sulawesi Selatan	Kab. Selayar	Pasimarannu
Sulawesi Selatan	Kab. Selayar	Pasimasunggu
Kalimantan Timur	Kab. Paser	Pasir Balengkong
Riau	Kab. Rokan Hilir	Pasir Limau Kapas
Riau	Kab. Rokan Hulu	Pasir Pangaraian
Riau	Kab. Indragiri Hulu	Pasir Penyu
Sulawesi Tenggara	Kab. Muna	Pasir Putih
Lampung	Kab. Lampung Timur	Pasir Sakti
Jawa Timur	Kab. Lumajang	Pasirian
Jawa Barat	Kab. Bandung	Pasirjambu
Jawa Barat	Kab. Garut	Pasirwangi
Jawa Timur	Kab. Sumenep	Pasongsongan
Sumatera Barat	Kab. Pasuruan	Pasrepan
Jawa Timur	Kab. Lumajang	Pasrujambe
Sulawesi Utara	Kab. Bolaang Mongondow	Passi
Jawa Timur	Kota Pasuruan	Pasuruan
Sulawesi Selatan	Kab. Takalar	Patallassang
Sulawesi Selatan	Kab. Pinrang	Patampanua
Sumatera Barat	Kab. Padang Pariaman	Patamuan
Kalimantan Selatan	Kab. Barito Timur	Patangkep Tutui
Maluku Utara	Kab. Halmahera Tengah	Patani
Jawa Barat	Kota Banjar	Pataruman
Jawa Tengah	Kab. Kendal	Patean
Jawa Tengah	Kab. Kendal	Patebon
Jawa Tengah	Kab. Pati	Pati
Banten	Kab. Pandeglang	Patia
Jawa Timur	Kab. Nganjuk	Patianrowo
Jawa Tengah	Kab. Banyumas	Patikraja
Gorontalo	Kab. Pahuwalo	Patilanggio
Sulawesi Selatan	Kab. Bone	Patimpeng
Jawa Tengah	Kab. Cilacap	Patimuan
Jawa Barat	Kab. Subang	Patok Beusi
Jawa Timur	Kab. Jember	Patrang
D.I. Yogyakarta	Kab. Gunung Kidul	Patuk
Sumatera Barat	Kota Padang	Pauh
Jambi	Kab. Sarolangun	Pauh
Aceh	Kab. Aceh Utara	Paya Bakong
Sumatera Barat	Kota Payakumbuh	Payakumbuh
Sumatera Barat	Kab. Lima Puluh Kota	Payakumbuh
Sumatera Barat	Kota Payakumbuh	Payakumbuh Barat
Sumatera Barat	Kota Payakumbuh	Payakumbuh Timur
Sumatera Barat	Kota Payakumbuh	Payakumbuh Utara
Bali	Kab. Gianyar	Payangan
Riau	Kota Pekanbaru	Payung
Sumatera Utara	Kab. Karo	Payung
Kepulauan Bangka Belitung	Kab. Bangka Selatan	Payung
Sumatera Barat	Kab. Solok	Payung Sekaki
Jawa Barat	Kab. Bekasi	Pebayuran
Jawa Tengah	Kab. Batang	Pecalungan
Jawa Tengah	Kab. Jepara	Pecangaan
Sumatera Selatan	Kab. Ogan Komering Ilir	Pedamaran
Jawa Tengah	Kab. Klaten	Pedan
Jawa Barat	Kab. Karawang	Pedes
Jawa Tengah	Kota Semarang	Pedurungan
Sumatera Utara	Kab. Dairi	Pegagan Hilir
Jawa Tengah	Kab. Kendal	Pegandon
Jawa Timur	Kab. Pamekasan	Pegantenan
Aceh	Kab. Aceh Tengah	Pegasing
Jawa Tengah	Kab. Kebumen	Pejagoan
Jawa Tengah	Kab. Banjarnegara	Pejawaran
Jawa Barat	Kota Cirebon	Pekalipan
Lampung	Kab. Lampung Timur	Pekalongan
Jawa Tengah	Kota Pekalongan	Pekalongan
Jawa Tengah	Kota Pekalongan	Pekalongan Barat
Jawa Tengah	Kota Pekalongan	Pekalongan Selatan
Jawa Tengah	Kota Pekalongan	Pekalongan Timur
Jawa Tengah	Kota Pekalongan	Pekalongan Utara
Riau	Kota Pekanbaru	Pekanbaru
Nusa Tenggara Barat	Kab. Dompu	Pekat
Bali	Kab. Jembrana	Pekutatan
Jawa Barat	Kab. Sukabumi	Pelabuhan Ratu
Kalimantan Selatan	Kab. Tanah Laut	Pelaihari
Riau	Kab. Palalawan	Pelalawan
Riau	Kab. Indragiri Hilir	Pelangiran
Jambi	Kab. Sarolangun	Pelawan Singkut
Jambi	Kota Jambi	Pelayangan
Jambi	Kab. Bungo	Pelepat
Jambi	Kab. Bungo	Pelepat Ilir
Kalimantan Barat	Kab. Ketapang	Pemaham
Jawa Tengah	Kab. Pemalang	Pemalang
Kepulauan Bangka Belitung	Kab. Bangka	Pemali
Kalimantan Barat	Kab. Sambas	Pemangkat
Sumatera Utara	Kab. Simalungun	Pematang Bandar
Kalimantan Selatan	Kab. Barito Timur	Pematang Karau
Sumatera Selatan	Kab. Ogan Komering Ilir	Pematang Panggang
Sumatera Utara	Kab. Simalungun	Pematang Raya
Lampung	Kab. Tanggamus	Pematang Sawa
Sumatera Utara	Kota Pematangsiantar	Pematang Siantar
Sumatera Utara	Kab. Simalungun	Pematang Sidamanik
Bengkulu	Kab. Bengkulu Utara	Pematang Tiga
Jambi	Kab. Batang Hari	Pemayung
Nusa Tenggara Barat	Kab. Lombok Barat	Pemenang
Sumatera Selatan	Kab. Ogan Ilir	Pemulutan
Kalimantan Timur	Kab. Panajam Paser Utara	Penajam
Aceh	Kota Subulussalam	Penanggalan
Jawa Tengah	Kab. Grobogan	Penawangan
Lampung	Kab. Tulang Bawang	Penawar Tama
Sumatera Selatan	Kab. Empat Lawang	Pendopo
Bali	Kab. Tabanan	Penebel
Jambi	Kab. Tanjung Jabung Barat	Pengabuan
Jawa Tengah	Kab. Purbalingga	Pengadegan
Sumatera Selatan	Kab. Ogan Komering Ulu	Pengandonan
Kalimantan Selatan	Kab. Banjar	Pengaron
D.I. Yogyakarta	Kab. Kulon Progo	Pengasih
Sumatera Selatan	Kab. Ogan Komering Ulu	Peninjauan
DKI Jakarta	Kota Administrasi Jakarta Utara	Penjaringan
Sulawesi Selatan	Kab. Wajo	Penrang
Sumatera Selatan	Kab. Muara Enim	Penukal Abab
Sumatera Selatan	Kab. Muara Enim	Penukal Utara
Kalimantan Timur	Kab. Kutai Barat	Penyinggahan
Jawa Timur	Kab. Jombang	Perak
Riau	Kab. Indragiri Hulu	Peranap
Sumatera Utara	Kab. Serdang Bedagai	Perbaungan
Sumatera Utara	Kab. Deli Serdang	Percut Sei Tuan
Sumatera Utara	Kab. Pakpak Barat	Pergetteng-getteng Sengkut
Riau	Kab. Kampar	Perhentian Raja
Banten	Kota Tangerang	Periuk
Aceh	Kab. Bener Meriah	Permata
Kalimantan Selatan	Kab. Murung Raya	Permata Intan
Jawa Timur	Kab. Banyuwangi	Pesanggaran
DKI Jakarta	Kota Administrasi Jakarta Selatan	Pesanggrahan
Jawa Timur	Kota Kediri	Pesantren
Lampung	Kab. Lampung Barat	Pesisir Selatan
Lampung	Kab. Lampung Barat	Pesisir Tengah / Krui
Lampung	Kab. Lampung Barat	Pesisir Utara
Kalimantan Timur	Kab. Bulungan	Peso / Longpeso
Kalimantan Timur	Kab. Bulungan	Peso Hilir
Jawa Tengah	Kab. Kebumen	Petanahan
Bali	Kab. Badung	Petang
Jawa Tengah	Kab. Pemalang	Petarukan
Sulawesi Tengah	Kab. Morowali	Petasia
Jawa Timur	Kab. Jombang	Peterongan
Banten	Kab. Serang	Petir
Sumatera Utara	Kab. Deli Serdang	Petumbak
Jawa Tengah	Kab. Pekalongan	Petungkriono
Aceh	Kab. Bireuen	Peudada
Aceh	Kab. Aceh Timur	Peudawa
Aceh	Kab. Aceh Besar	Peukan Bada
Aceh	Kab. Pidie	Peukan Baro
Jawa Barat	Kab. Garut	Peundeuy
Aceh	Kab. Aceh Timur	Peureulak
Aceh	Kab. Aceh Timur	Peureulak Barat
Aceh	Kab. Aceh Timur	Peureulak Timur
Aceh	Kab. Bireuen	Peusangan
Aceh	Kab. Bireuen	Peusangan Selatan
Aceh	Kab. Bireuen	Peusangan Siblah Krueng
Kalimantan Selatan	Kab. Tampin	Piani
Banten	Kab. Pandeglang	Picung
Aceh	Kab. Pidie	Pidie
Jawa Timur	Kab. Madiun	Pilangkenceng
Banten	Kota Tangerang	Pinang
Sulawesi Utara	Kab. Minahasa	Pineleng
Riau	Kab. Bengkalis	Pinggir
Aceh	Kab. Gayo Lues	Pining
Bengkulu	Kab. Bengkulu Selatan	Pino
Sulawesi Utara	Kab. Bolaang Mongondow	Pinogaluman
Sulawesi Utara	Kab. Bolaang Mongondow Utara	Pinogaluman
Sulawesi Utara	Kab. Bolaang Mongondow	Pinolosian
Bengkulu	Kab. Bengkulu Selatan	Pinoraya
Sulawesi Selatan	Kab. Pinrang	Pinrang
Sumatera Utara	Kab. Toba Samosir	Pintu Pohan Meranti
Aceh	Kab. Bener Meriah	Pintu Rime
Nusa Tenggara Timur	Kab. Sumba Timur	Pinu Pahar
Sulawesi Tengah	Kab. Donggala	Pipikoro
Papua	Kab. Jayawijaya	Pirime
Maluku	Kab. Seram Bagian Barat	Piru
Jawa Timur	Kab. Ngawi	Pitu
Sulawesi Selatan	Kab. Sindenreng Rappang	Pitu Riase
Sulawesi Selatan	Kab. Sindenreng Rappang	Pitu Riawa
Sulawesi Selatan	Kab. Wajo	Pitumpanua
Jawa Tengah	Kab. Purworejo	Pituruh
D.I. Yogyakarta	Kab. Bantul	Piyungan
Sumatera Selatan	Kota Palembang	Plaju
Nusa Tenggara Barat	Kab. Sumbawa	Plampang
Jawa Timur	Kab. Jombang	Plandaan
Jawa Tengah	Kab. Kendal	Plantungan
Jawa Timur	Kab. Magetan	Plaosan
D.I. Yogyakarta	Kab. Gunung Kidul	Playen
Jawa Timur	Kab. Kediri	Plemahan
Jawa Barat	Kab. Purwakarta	Plered
Jawa Barat	Kab. Cirebon	Plered
D.I. Yogyakarta	Kab. Bantul	Pleret
Jawa Timur	Kab. Jombang	Ploso
Jawa Timur	Kab. Kediri	Plosoklaten
Jawa Timur	Kab. Tuban	Plumbang
Jawa Barat	Kab. Cirebon	Plumbon
Jawa Tengah	Kab. Sragen	Plupuh
Sulawesi Tenggara	Kota Kendari	Poasia
Nusa Tenggara Timur	Kab. Manggarai Timur	Poco Ranaka
Jawa Timur	Kab. Trenggalek	Pogalan
Sumatera Barat	Kab. Pasuruan	Pohjentrek
Sulawesi Utara	Kab. Bolaang Mongondow	Poigar
Jawa Tengah	Kab. Klaten	Polanharjo
Sulawesi Tenggara	Kab. Bombana	Poleang
Sulawesi Tenggara	Kab. Bombana	Poleang Barat
Sulawesi Tenggara	Kab. Bombana	Poleang Timur
Nusa Tenggara Timur	Kab. Timor Tengah Selatan	Polen
Sulawesi Barat	Kab. Polewali Mandar	Polewali
Sumatera Utara	Kab. Humbang Hasudutan	Pollung
Sulawesi Selatan	Kab. Takalar	Polobangkeng Selatan
Sulawesi Selatan	Kab. Takalar	Polobangkeng Utara
Jawa Tengah	Kab. Sukoharjo	Polokarto
Sulawesi Tenggara	Kab. Kolaka	Pomalaa
Sulawesi Selatan	Kab. Luwu Utara	Poncang
Nusa Tenggara Timur	Kab. Manggarai	Ponco Ranaka
Jawa Timur	Kab. Malang	Poncokusumo
Jawa Timur	Kab. Magetan	Poncol
Jawa Tengah	Kab. Kebumen	Poncowarno
Sulawesi Tenggara	Kab. Konawe	Pondidaha
Banten	Kab. Tangerang	Pondok Aren / Jurang Mangu
Bengkulu	Kab. Bengkulu Utara	Pondok Kelapa
Jawa Barat	Kota Bekasi	Pondok Melati
Bengkulu	Kab. Muko-Muko	Pondok Suguh
Jawa Barat	Kota Bekasi	Pondokgede
Jawa Barat	Kab. Purwakarta	Pondoksalam
Jawa Timur	Kab. Blitar	Ponggok
D.I. Yogyakarta	Kab. Gunung Kidul	Ponjong
Jawa Timur	Kab. Ponorogo	Ponorogo
Sulawesi Selatan	Kab. Bone	Ponre
Banten	Kab. Serang	Pontang
Kalimantan Barat	Kota Pontianak	Pontianak
Kalimantan Barat	Kota Pontianak	Pontianak Barat
Kalimantan Barat	Kota Pontianak	Pontianak Kota
Kalimantan Barat	Kota Pontianak	Pontianak Selatan
Kalimantan Barat	Kota Pontianak	Pontianak Tenggara
Kalimantan Barat	Kota Pontianak	Pontianak Timur/ Jungkat
Kalimantan Barat	Kota Pontianak	Pontianak Utara
Papua	Kab. Yapen Waropen	Poom
Gorontalo	Kab. Pahuwalo	Popayato
Sumatera Utara	Kab. Padang Lawas Utara	Poribi
Jawa Timur	Kab. Sidoarjo	Porong
Sumatera Utara	Kab. Toba Samosir	Porsea
Sumatera Utara	Kab. Tapanuli Selatan	Portibi
Sulawesi Utara	Kab. Bolaang Mongondow	Posigadan
Sulawesi Tengah	Kab. Poso	Poso Kota
Sulawesi Tengah	Kab. Poso	Poso Pesisir
Sumatera Selatan	Kota Prabumulih	Prabumulih
Sumatera Selatan	Kota Prabumulih	Prabumulih Barat
Sumatera Selatan	Kota Prabumulih	Prabumulih Timur
Jawa Tengah	Kab. Wonogiri	Pracimantoro
Papua	Kab. Manokwari	Prafi
Jawa Timur	Kab. Sumenep	Pragaan
Jawa Timur	Kab. Bondowoso	Prajekan
D.I. Yogyakarta	Kab. Sleman	Prambanan
Jawa Tengah	Kab. Klaten	Prambanan
Jawa Timur	Kab. Nganjuk	Prambon
Jawa Timur	Kab. Sidoarjo	Prambon
Nusa Tenggara Barat	Kab. Lombok Tengah	Praya
Nusa Tenggara Barat	Kab. Lombok Tengah	Praya Barat
Nusa Tenggara Barat	Kab. Lombok Tengah	Praya Barat Daya
Nusa Tenggara Barat	Kab. Lombok Tengah	Praya Tengah
Nusa Tenggara Barat	Kab. Lombok Tengah	Praya Timur
Jawa Tengah	Kab. Kebumen	Prembun
Sumatera Barat	Kab. Pasuruan	Prigen
Aceh	Kab. Bireuen	Primbang
Jawa Tengah	Kab. Semarang	Pringapus
Nusa Tenggara Barat	Kab. Lombok Timur	Pringgabaya
Nusa Tenggara Barat	Kab. Lombok Tengah	Pringgarata
Nusa Tenggara Barat	Kab. Lombok Timur	Pringgasela
Jawa Timur	Kab. Pacitan	Pringkuku
Lampung	Kab. Tanggamus	Pringsewu
Jawa Tengah	Kab. Temanggung	Pringsurat
Jawa Timur	Kab. Probolinggo	Probolinggo
Jawa Timur	Kab. Lumajang	Pronojiwo
Jawa Timur	Kab. Pamekasan	Proppo
Lampung	Kab. Lampung Tengah	Pubian
Jawa Tengah	Kab. Pati	Pucakwangi
Jawa Timur	Kab. Tulungagung	Pucanglaban
Jawa Timur	Kab. Lamongan	Pucuk
Jawa Timur	Kab. Ponorogo	Pudak
Kepulauan Bangka Belitung	Kab. Bangka	Puding Besar
Kalimantan Selatan	Kab. Tabalong	Pugaan
Jawa Timur	Kab. Jember	Puger
Lampung	Kab. Tanggamus	Pugung
Jawa Tengah	Kab. Wonogiri	Puhpelem
Sulawesi Selatan	Kab. Barru	Pujananting
Jawa Timur	Kab. Bondowoso	Pujer
Jawa Timur	Kab. Malang	Pujon
Riau	Kab. Rokan Hilir	Pujud
Kalimantan Timur	Kab. Malinau	Pujungan
Nusa Tenggara Barat	Kab. Lombok Tengah	Pujut
Kalimantan Tengah	Kab. Pulang Pisau	Pulang Pisau
Aceh	Kab. Aceh Singkil	Pulau Banyak
Sumatera Selatan	Kab. Ogan Komering Ulu Selatan	Pulau Beringin
Kalimantan Timur	Kab. Bulungan	Pulau Bunyu
Riau	Kab. Indragiri Hilir	Pulau Burung
Kalimantan Timur	Kab. Berau	Pulau Derawan
Nusa Tenggara Timur	Kab. Ende	Pulau Ende
Kalimantan Tengah	Kab. Kotawaringin Timur	Pulau Hanaut
Maluku	Kab. Maluku Tengah	Pulau Haruku
Kepulauan Riau	Kab. Natuna	Pulau Laut
Kalimantan Selatan	Kab. Kota Baru	Pulau Laut Barat
Kalimantan Selatan	Kab. Kota Baru	Pulau Laut Selatan
Kalimantan Selatan	Kab. Kota Baru	Pulau Laut Timur
Kalimantan Selatan	Kab. Kota Baru	Pulau Laut Utara
Maluku Utara	Kab. Halmahera Selatan	Pulau Makian
Kalimantan Tengah	Kab. Katingan	Pulau Malan
Kalimantan Barat	Kab. Kayong Utara	Pulau Maya Karimata
Lampung	Kab. Tanggamus	Pulau Panggung
Kepulauan Riau	Kota Tanjung Pinang	Pulau Penyengat
